up_count,down_count,ngram,total_count,polar_score,polarity
6,17, 편다/VV,23,0.5124801908962061,Dovish
6,14, 허황/NNG,20,0.622297374659679,Dovish
9,26, 변동성/NNG;크/VV;위험/NNG,35,0.5026248026097407,Dovish
21,47, 뗀/VV,68,0.6487781140068993,Dovish
11,29, 날지/VV,40,0.5507689407907503,Dovish
31,70, 판매자/NNG,101,0.6430406204816682,Dovish
15,31, 멀쩡/NNG,46,0.7025938100996375,Dovish
40,78, 피해/NNG;없/VA,118,0.7446293371996158,Dovish
6,12, 인플레이션/NNG;위험/NNG;높/VV,18,0.7260136037696254,Dovish
3,14, 설지/VV,17,0.3111486873298395,Dovish
16,41, 피해/NNG;방지/NNG,57,0.5666447639177564,Dovish
5,14, 누누히/MAG,19,0.5185811455497324,Dovish
18,40, 밥그릇/NNG,58,0.6534122433926629,Dovish
